strain	contrast	test_condition	ref_condition	orthofinder_orthogroup	OG_gene_symbol	logFC	logCPM	F	PValue	FDR	is_DEG	DEG_direction	member_gene_count_in_strain	n_member_genes_all_strains	n_member_strains	representative_prefixed_id	representative_gene_id	representative_strain	representative_name	representative_product	representative_Preferred_name	representative_selection_basis	representative_match_score	ko_terms	ko_names	pathway_ids	pathway_names	go_terms	cog_categories	cog_category_names	Halomonas_members	Psychrobacter_members	Aequorivita_members	Sphingopyxis_members	Halomonas_count	Psychrobacter_count	Aequorivita_count	Sphingopyxis_count	member_gene_symbols	member_products	representative_emapper_score	representative_kofam_score
Psychrobacter	D55_vs_D0	D55	D0	OG0001782	tamB	1.8496224791794	9.13357837106632	58.9866859760711	6.21862361025929e-07	7.36593556315984e-06	True	up	1	2	2	Psychrobacter__gene1036	gene1036	Psychrobacter	tamB	translocation/assembly module TamB domain-containing protein	ytfN	gene_name	2903.0	K09800	tamB;translocation and assembly module TamB			GO:0002790;GO:0005575;GO:0005623;GO:0005886;GO:0005887;GO:0006810;GO:0008104;GO:0008150;GO:0009306;GO:0009405;GO:0009987;GO:0015031;GO:0015833;GO:0016020;GO:0016021;GO:0031224;GO:0031226;GO:0032940;GO:0032991;GO:0033036;GO:0042886;GO:0044419;GO:0044425;GO:0044459;GO:0044464;GO:0045184;GO:0046903;GO:0051179;GO:0051234;GO:0051704;GO:0071702;GO:0071705;GO:0071944;GO:0097347	S;M	S: Function unknown;M: Cell wall/membrane/envelope biogenesis	Halomonas__gene0152	Psychrobacter__gene1036			1	1	0	0	tamB	translocation/assembly module TamB domain-containing protein	2903.0	521.1
Psychrobacter	D55_vs_D0	D55	D0	OG0001788	hyaC	-1.74228538786338	6.01525438024991	52.9241960001227	1.27735120282892e-06	1.2869160331031e-05	True	down	1	2	2	Halomonas__gene0179	gene0179	Halomonas	hyaC	cytochrome b/b6 domain-containing protein		gene_name	337.0						C	C: Energy production and conversion	Halomonas__gene0179	Psychrobacter__gene1453			1	1	0	0	hyaC	cytochrome b/b6 domain-containing protein;MULTISPECIES: cytochrome b/b6 domain-containing protein	337.0	76.3
Psychrobacter	D55_vs_D0	D55	D0	OG0001799	yejE	1.36782769550485	7.42759591224033	46.7871863089454	2.83032390580448e-06	2.48547984371796e-05	True	up	1	2	2	Halomonas__gene0291	gene0291	Halomonas	yejE	MULTISPECIES: ABC transporter permease	oppC	gene_name	671.0	K13895;K02034	yejE;microcin C transport system permease protein;ABC.PE.P1;peptide/nickel transport system permease protein	map02010;map02024	ABC transporters;Quorum sensing	GO:0005575;GO:0005623;GO:0005886;GO:0006810;GO:0006857;GO:0008150;GO:0015833;GO:0015893;GO:0016020;GO:0016021;GO:0031224;GO:0035672;GO:0042221;GO:0042493;GO:0042884;GO:0042886;GO:0042891;GO:0044425;GO:0044464;GO:0050896;GO:0051179;GO:0051234;GO:0055085;GO:0071702;GO:0071705;GO:0071944	P	P: Inorganic ion transport and metabolism	Halomonas__gene0291	Psychrobacter__gene2038			1	1	0	0	yejE	MULTISPECIES: ABC transporter permease;ABC-type dipeptide/oligopeptide/nickel transport system permease component	671.0	590.0
Psychrobacter	D55_vs_D0	D55	D0	OG0001803	gene0969	1.47377157975608	7.55197224581719	60.8403175190902	5.04961256299584e-07	6.48387226576273e-06	True	up	1	2	2	Psychrobacter__gene0969	gene0969	Psychrobacter		tetratricopeptide repeat protein		best_matched_member_gene_id	432.0						S	S: Function unknown	Halomonas__gene0383	Psychrobacter__gene0969			1	1	0	0		MULTISPECIES: tetratricopeptide repeat protein;tetratricopeptide repeat protein	432.0	18.0
Psychrobacter	D55_vs_D0	D55	D0	OG0001828	recB	1.13469851012473	8.11678627641127	68.3511300858001	2.27943357703499e-07	3.31711857686616e-06	True	up	1	2	2	Halomonas__gene0594	gene0594	Halomonas	recB	exodeoxyribonuclease V subunit beta	recB	gene_name	2310.0	K03582	recB;exodeoxyribonuclease V beta subunit [EC:3.1.11.5]	map03440	Homologous recombination	GO:0000166;GO:0000724;GO:0000725;GO:0003674;GO:0003676;GO:0003677;GO:0003678;GO:0003824;GO:0004003;GO:0004386;GO:0004518;GO:0004519;GO:0004520;GO:0004527;GO:0004529;GO:0004536;GO:0005488;GO:0005524;GO:0005575;GO:0005622;GO:0005623;GO:0006139;GO:0006259;GO:0006281;GO:0006302;GO:0006310;GO:0006725;GO:0006807;GO:0006950;GO:0006952;GO:0006974;GO:0006996;GO:0008026;GO:0008094;GO:0008144;GO:0008150;GO:0008152;GO:0008854;GO:0009314;GO:0009338;GO:0009628;GO:0009987;GO:0015616;GO:0016043;GO:0016462;GO:0016787;GO:0016788;GO:0016796;GO:0016817;GO:0016818;GO:0016887;GO:0016895;GO:0017076;GO:0017111;GO:0030554;GO:0032392;GO:0032508;GO:0032553;GO:0032555;GO:0032559;GO:0032991;GO:0033554;GO:0034641;GO:0035639;GO:0036094;GO:0042623;GO:0043167;GO:0043168;GO:0043169;GO:0043170;GO:0044237;GO:0044238;GO:0044260;GO:0044355;GO:0044424;GO:0044464;GO:0046483;GO:0046872;GO:0050896;GO:0051276;GO:0051716;GO:0070035;GO:0071103;GO:0071704;GO:0071840;GO:0090304;GO:0090305;GO:0097159;GO:0097367;GO:0099046;GO:0140097;GO:1901265;GO:1901360;GO:1901363;GO:1902494	L	L: Replication;recombination and repair	Halomonas__gene0594	Psychrobacter__gene2131			1	1	0	0	recB	exodeoxyribonuclease V subunit beta;UvrD-helicase domain-containing protein	2310.0	1325.6
Psychrobacter	D55_vs_D0	D55	D0	OG0001833	blc	-1.0188928478051	10.3874472016528	39.143964737638	8.57932755982267e-06	5.72454694821356e-05	True	down	1	2	2	Psychrobacter__gene1039	gene1039	Psychrobacter		lipocalin family protein	blc	eggnog_Preferred_name	479.0	K03098	APOD;apolipoprotein D and lipocalin family protein				M	M: Cell wall/membrane/envelope biogenesis	Halomonas__gene0627	Psychrobacter__gene1039			1	1	0	0		lipocalin family protein	479.0	157.2
Psychrobacter	D55_vs_D0	D55	D0	OG0001849	yoeB	-1.4470095518213	8.00142401139265	206.523162486663	5.859209807841279e-11	4.973818103545271e-09	True	down	1	2	2	Psychrobacter__gene2643	gene2643	Psychrobacter	yoeB	MULTISPECIES: Txe/YoeB family addiction module toxin	yoeB	gene_name	178.0	K19158	yoeB;toxin YoeB [EC:3.1.-.-]			GO:0003674;GO:0003676;GO:0003723;GO:0003824;GO:0004518;GO:0004519;GO:0004521;GO:0004540;GO:0005488;GO:0006139;GO:0006351;GO:0006355;GO:0006379;GO:0006401;GO:0006402;GO:0006417;GO:0006446;GO:0006725;GO:0006807;GO:0008150;GO:0008152;GO:0009056;GO:0009057;GO:0009058;GO:0009059;GO:0009889;GO:0009890;GO:0009892;GO:0009987;GO:0010467;GO:0010468;GO:0010556;GO:0010558;GO:0010605;GO:0010608;GO:0010629;GO:0016070;GO:0016071;GO:0016458;GO:0016787;GO:0016788;GO:0016892;GO:0016894;GO:0017148;GO:0018130;GO:0019219;GO:0019222;GO:0019438;GO:0019439;GO:0031323;GO:0031324;GO:0031326;GO:0031327;GO:0032268;GO:0032269;GO:0032774;GO:0034248;GO:0034249;GO:0034641;GO:0034645;GO:0034654;GO:0034655;GO:0042710;GO:0043021;GO:0043024;GO:0043170;GO:0044010;GO:0044237;GO:0044238;GO:0044248;GO:0044249;GO:0044260;GO:0044265;GO:0044270;GO:0044271;GO:0044764;GO:0044877;GO:0045947;GO:0046483;GO:0046700;GO:0048519;GO:0048523;GO:0050789;GO:0050794;GO:0051171;GO:0051172;GO:0051246;GO:0051248;GO:0051252;GO:0051704;GO:0060255;GO:0065007;GO:0071704;GO:0080090;GO:0090304;GO:0090305;GO:0090501;GO:0090502;GO:0097159;GO:0097659;GO:0098795;GO:0140098;GO:1901360;GO:1901361;GO:1901362;GO:1901363;GO:1901575;GO:1901576;GO:1903506;GO:2000112;GO:2000113;GO:2001141	S	S: Function unknown	Halomonas__gene0743	Psychrobacter__gene2643			1	1	0	0	yoeB	MULTISPECIES: Txe/YoeB family addiction module toxin	178.0	151.3
Psychrobacter	D55_vs_D0	D55	D0	OG0001860	ycfD	1.17487762091718	7.06502311591531	40.9745363191973	6.49055752875742e-06	4.61282414136806e-05	True	up	1	2	2	Halomonas__gene0845	gene0845	Halomonas	ycfD	MULTISPECIES: cupin domain-containing protein		gene_name	761.0	K18850	ycfD;50S ribosomal protein L16 3-hydroxylase [EC:1.14.11.47]			GO:0003674;GO:0003824;GO:0005488;GO:0005506;GO:0006464;GO:0006807;GO:0008150;GO:0008152;GO:0008198;GO:0009987;GO:0016491;GO:0016705;GO:0016706;GO:0018193;GO:0018195;GO:0019538;GO:0030961;GO:0036211;GO:0043167;GO:0043169;GO:0043170;GO:0043412;GO:0043687;GO:0044237;GO:0044238;GO:0044260;GO:0044267;GO:0046872;GO:0046914;GO:0051213;GO:0055114;GO:0071704;GO:1901564	S	S: Function unknown	Halomonas__gene0845	Psychrobacter__gene1348			1	1	0	0	ycfD	MULTISPECIES: cupin domain-containing protein;cupin domain-containing protein	761.0	483.4
Psychrobacter	D55_vs_D0	D55	D0	OG0001872	tctC	2.52485032048422	7.76732056908598	85.884275593259	4.55828658312963e-08	9.28674919869609e-07	True	up	1	2	2	Psychrobacter__gene0400	gene0400	Psychrobacter	tctC	tripartite tricarboxylate transporter substrate binding protein	tctC	gene_name	615.0	K07795	tctC;putative tricarboxylic transport membrane protein	map02020	Two-component system		S	S: Function unknown	Halomonas__gene0904	Psychrobacter__gene0400			1	1	0	0	tctC	tripartite tricarboxylate transporter substrate binding protein	615.0	320.7
Psychrobacter	D55_vs_D0	D55	D0	OG0001886	fadE	-1.09473472485733	11.7416178319484	47.6532007183638	2.51776063451179e-06	2.2497884500199e-05	True	down	1	2	2	Psychrobacter__gene0069	gene0069	Psychrobacter	fadE	MULTISPECIES: acyl-CoA dehydrogenase	fadE	gene_name	1714.0	K06445	fadE;acyl-CoA dehydrogenase [EC:1.3.99.-]	map00071;map01100;map01212	Fatty acid degradation;Fatty acid metabolism;Metabolic pathways		I	I: Lipid transport and metabolism	Halomonas__gene1035	Psychrobacter__gene0069			1	1	0	0	fadE	MULTISPECIES: acyl-CoA dehydrogenase	1714.0	1235.2
Psychrobacter	D55_vs_D0	D55	D0	OG0001889	holA	1.08561403091687	5.63132391411076	60.8721424618961	5.03497990837626e-07	6.48387226576273e-06	True	up	1	2	2	Psychrobacter__gene0894	gene0894	Psychrobacter	holA	DNA polymerase III subunit delta	holA	gene_name	659.0	K02340	holA;DNA polymerase III subunit delta [EC:2.7.7.7]	map03030;map03430;map03440	DNA replication;Homologous recombination;Mismatch repair	GO:0003674;GO:0003676;GO:0003677;GO:0003824;GO:0003887;GO:0005488;GO:0005575;GO:0005622;GO:0005623;GO:0006139;GO:0006259;GO:0006260;GO:0006261;GO:0006725;GO:0006807;GO:0008150;GO:0008152;GO:0009058;GO:0009059;GO:0009360;GO:0009987;GO:0016740;GO:0016772;GO:0016779;GO:0018130;GO:0019438;GO:0032991;GO:0034061;GO:0034641;GO:0034645;GO:0034654;GO:0042575;GO:0043170;GO:0044237;GO:0044238;GO:0044249;GO:0044260;GO:0044271;GO:0044424;GO:0044464;GO:0046483;GO:0061695;GO:0071704;GO:0071897;GO:0090304;GO:0097159;GO:0140097;GO:1901360;GO:1901362;GO:1901363;GO:1901576;GO:1902494;GO:1990234	L	L: Replication;recombination and repair	Halomonas__gene1077	Psychrobacter__gene0894			1	1	0	0	holA	MULTISPECIES: DNA polymerase III subunit delta;DNA polymerase III subunit delta	659.0	159.7
Psychrobacter	D55_vs_D0	D55	D0	OG0001892	IV02_27405	2.38051297754272	4.20058232132619	90.1785840886574	3.35867476681767e-08	7.63477510661401e-07	True	up	1	2	2	Psychrobacter__gene0691	gene0691	Psychrobacter		L,D-transpeptidase family protein	IV02_27405	eggnog_Preferred_name	283.0						S	S: Function unknown	Halomonas__gene1092	Psychrobacter__gene0691			1	1	0	0		MULTISPECIES: L;D-transpeptidase;L;D-transpeptidase family protein	283.0	16.7
Psychrobacter	D55_vs_D0	D55	D0	OG0001901	atoE	1.36850274356167	8.33285544991575	77.5720552200476	9.41469272738668e-08	1.69242946911139e-06	True	up	1	2	2	Halomonas__gene1167	gene1167	Halomonas	atoE	MULTISPECIES: short-chain fatty acid transporter		gene_name	801.0	K02106	atoE;short-chain fatty acids transporter	map02020	Two-component system	GO:0005575;GO:0005623;GO:0005886;GO:0016020;GO:0016021;GO:0031224;GO:0044425;GO:0044464;GO:0071944	I	I: Lipid transport and metabolism	Halomonas__gene1167	Psychrobacter__gene1134			1	1	0	0	atoE	MULTISPECIES: short-chain fatty acid transporter;TIGR00366 family protein	801.0	624.4
Psychrobacter	D55_vs_D0	D55	D0	OG0001902	dacB	1.40131092448399	7.14926824016582	86.068072211846	4.48823330698775e-08	9.26759526091524e-07	True	up	1	2	2	Psychrobacter__gene2406	gene2406	Psychrobacter	dacB	D-alanyl-D-alanine carboxypeptidase/D-alanyl-D-alanine-endopeptidase	dacB	gene_name	885.0	K07259	dacB;serine-type D-Ala-D-Ala carboxypeptidase/endopeptidase (penicillin-binding protein 4) [EC:3.4.16.4 3.4.21.-]	map00550;map01100	Metabolic pathways;Peptidoglycan biosynthesis		M	M: Cell wall/membrane/envelope biogenesis	Halomonas__gene1174	Psychrobacter__gene2406			1	1	0	0	dacB	D-alanyl-D-alanine carboxypeptidase/D-alanyl-D-alanine-endopeptidase	885.0	363.7
Psychrobacter	D55_vs_D0	D55	D0	OG0001909	aceF	1.16437810439147	10.7415336924198	49.7918141318475	1.89884601276642e-06	1.79101031327598e-05	True	up	1	2	2	Halomonas__gene1230	gene1230	Halomonas	aceF	MULTISPECIES: pyruvate dehydrogenase complex dihydrolipoyllysine-residue acetyltransferase	aceF	gene_name	929.0	K00627	DLAT;aceF;pdhC;pyruvate dehydrogenase E2 component (dihydrolipoyllysine-residue acetyltransferase) [EC:2.3.1.12]	map00010;map00020;map00620;map00785;map01100;map01110;map01120;map01200;map01210	2-Oxocarboxylic acid metabolism;Biosynthesis of secondary metabolites;Carbon metabolism;Citrate cycle (TCA cycle);Glycolysis / Gluconeogenesis;Lipoic acid metabolism;Metabolic pathways;Microbial metabolism in diverse environments;Pyruvate metabolism		C	C: Energy production and conversion	Halomonas__gene1230	Psychrobacter__gene1243			1	1	0	0	aceF	MULTISPECIES: pyruvate dehydrogenase complex dihydrolipoyllysine-residue acetyltransferase;2-oxo acid dehydrogenase subunit E2	929.0	696.6
Psychrobacter	D55_vs_D0	D55	D0	OG0001916	yceD	-1.10670521705055	7.75670363022419	43.7669566066933	4.3121062156279e-06	3.36168280483644e-05	True	down	1	2	2	Psychrobacter__gene2493	gene2493	Psychrobacter	yceD	YceD family protein		gene_name	354.0	K07040	yceD;ylbN;DUF177 domain-containing protein				S	S: Function unknown	Halomonas__gene1262	Psychrobacter__gene2493			1	1	0	0	yceD	hypothetical protein;YceD family protein	354.0	90.0
Psychrobacter	D55_vs_D0	D55	D0	OG0001926	yjgA	2.28081531582903	5.26522939473137	50.177386378367	1.80998494364444e-06	1.71779937508615e-05	True	up	1	2	2	Halomonas__gene1335	gene1335	Halomonas	yjgA	MULTISPECIES: ribosome biogenesis factor YjgA		gene_name	313.0	K09889	yjgA;ribosome-associated protein				S	S: Function unknown	Halomonas__gene1335	Psychrobacter__gene1800			1	1	0	0	yjgA	MULTISPECIES: ribosome biogenesis factor YjgA	313.0	240.6
Psychrobacter	D55_vs_D0	D55	D0	OG0001932	lysE	-1.38928657783123	5.78304436592058	42.9351560959512	4.86216789493633e-06	3.69621519575259e-05	True	down	1	2	2	Psychrobacter__gene0932	gene0932	Psychrobacter	lysE	MULTISPECIES: LysE/ArgO family amino acid transporter	lysE	gene_name	369.0	K06895	lysE;argO;L-lysine exporter family protein LysE/ArgO				S	S: Function unknown	Halomonas__gene1371	Psychrobacter__gene0932			1	1	0	0	lysE	MULTISPECIES: LysE family transporter;MULTISPECIES: LysE/ArgO family amino acid transporter	369.0	258.9
Psychrobacter	D55_vs_D0	D55	D0	OG0001938	gene0561	-1.41373273205067	10.3728566852666	53.4709690900787	1.19342198853106e-06	1.22385825401038e-05	True	down	1	2	2	Psychrobacter__gene0561	gene0561	Psychrobacter		MULTISPECIES: hypothetical protein		best_matched_member_gene_id	312.0						S	S: Function unknown	Halomonas__gene1429	Psychrobacter__gene0561			1	1	0	0		MULTISPECIES: hypothetical protein	312.0	18.7
Psychrobacter	D55_vs_D0	D55	D0	OG0001941	yclQ	-1.49472885053413	7.77485735018222	21.2823561193827	0.0002462855626817	0.0009046258167734	True	down	1	2	2	Psychrobacter__gene0299	gene0299	Psychrobacter	yclQ	ABC transporter substrate-binding protein	yclQ	gene_name	565.0	K25282	yclQ;ceuA;iron-siderophore transport system substrate-binding protein				P	P: Inorganic ion transport and metabolism	Halomonas__gene1558	Psychrobacter__gene0299			1	1	0	0	fagD;yclQ	MULTISPECIES: ABC transporter substrate-binding protein;ABC transporter substrate-binding protein	565.0	362.6
Psychrobacter	D55_vs_D0	D55	D0	OG0001944	sbcC	1.06746915855674	7.14198917854012	50.3470920202088	1.76755473471545e-06	1.69863121675799e-05	True	up	1	2	2	Psychrobacter__gene2074	gene2074	Psychrobacter	sbcC	exonuclease SbcD	sbcC	gene_name	1479.0	K03546	sbcC;rad50;DNA repair protein SbcC/Rad50			GO:0000014;GO:0000166;GO:0003674;GO:0003824;GO:0004518;GO:0004519;GO:0004520;GO:0004527;GO:0004529;GO:0004536;GO:0005488;GO:0005524;GO:0006139;GO:0006259;GO:0006260;GO:0006281;GO:0006310;GO:0006725;GO:0006807;GO:0006950;GO:0006974;GO:0008144;GO:0008150;GO:0008152;GO:0008296;GO:0008408;GO:0009058;GO:0009059;GO:0009987;GO:0016787;GO:0016788;GO:0016796;GO:0016895;GO:0017076;GO:0030554;GO:0032553;GO:0032555;GO:0032559;GO:0033554;GO:0034641;GO:0034645;GO:0035639;GO:0036094;GO:0043167;GO:0043168;GO:0043170;GO:0044237;GO:0044238;GO:0044249;GO:0044260;GO:0046483;GO:0050896;GO:0051716;GO:0071704;GO:0090304;GO:0090305;GO:0097159;GO:0097367;GO:0140097;GO:1901265;GO:1901360;GO:1901363;GO:1901576;GO:1990238	L	L: Replication;recombination and repair	Halomonas__gene1581	Psychrobacter__gene2074			1	1	0	0	sbcC	SMC family ATPase;exonuclease SbcD	1479.0	557.3
Psychrobacter	D55_vs_D0	D55	D0	OG0001973	gene1334	1.03304813612041	9.00570929864831	41.5046915692905	5.99583281815389e-06	4.34321888770247e-05	True	up	1	2	2	Psychrobacter__gene1334	gene1334	Psychrobacter		urate hydroxylase PuuD		best_matched_member_gene_id	764.0						S	S: Function unknown	Halomonas__gene1853	Psychrobacter__gene1334			1	1	0	0		MULTISPECIES: urate hydroxylase PuuD;urate hydroxylase PuuD	764.0	18.3
Psychrobacter	D55_vs_D0	D55	D0	OG0001975	allA	3.12147493439904	7.36261605894664	178.748959283678	1.82732015691329e-10	1.1168580799054e-08	True	up	1	2	2	Psychrobacter__gene1331	gene1331	Psychrobacter	allA	ureidoglycolate lyase	allA	gene_name	320.0	K01483	allA;ureidoglycolate lyase [EC:4.3.2.3]	map00230;map01100	Metabolic pathways;Purine metabolism		F	F: Nucleotide transport and metabolism	Halomonas__gene1860	Psychrobacter__gene1331			1	1	0	0	allA	MULTISPECIES: ureidoglycolate lyase;ureidoglycolate lyase	320.0	185.2
Psychrobacter	D55_vs_D0	D55	D0	OG0001976	modB	1.67698989904178	4.39368973434468	35.377653172376	1.57433899775116e-05	9.28799223383693e-05	True	up	1	2	2	Halomonas__gene1863	gene1863	Halomonas	modB	MULTISPECIES: molybdate ABC transporter permease subunit	modB	gene_name	414.0						P	P: Inorganic ion transport and metabolism	Halomonas__gene1863	Psychrobacter__gene0986			1	1	0	0	modB	MULTISPECIES: molybdate ABC transporter permease subunit;molybdate ABC transporter permease subunit	414.0	246.2
Psychrobacter	D55_vs_D0	D55	D0	OG0001982	trpG	4.32372849076405	6.89251692914026	292.782988556985	3.6040332807367397e-12	6.88370356620716e-10	True	up	1	2	2	Halomonas__gene1945	gene1945	Halomonas	trpG	MULTISPECIES: aminodeoxychorismate/anthranilate synthase component II		gene_name	428.0	K01658	trpG;anthranilate synthase component II [EC:4.1.3.27]	map00400;map00405;map01100;map01110;map01230;map02024;map02025	Biofilm formation - Pseudomonas aeruginosa;Biosynthesis of amino acids;Biosynthesis of secondary metabolites;Metabolic pathways;Phenazine biosynthesis;Phenylalanine;tyrosine and tryptophan biosynthesis;Quorum sensing		EH	E: Amino acid transport and metabolism;H: Coenzyme transport and metabolism	Halomonas__gene1945	Psychrobacter__gene0290			1	1	0	0	trpG	MULTISPECIES: aminodeoxychorismate/anthranilate synthase component II;aminodeoxychorismate/anthranilate synthase component II	428.0	270.2
Psychrobacter	D55_vs_D0	D55	D0	OG0001983	trpR	2.74450695665241	3.31463322718693	49.4052818993207	2.10505595355467e-06	1.93766596206719e-05	True	up	1	2	2	Psychrobacter__gene0292	gene0292	Psychrobacter	trpR	Trp family transcriptional regulator		gene_name	156.0	K03720	trpR;TrpR family transcriptional regulator;trp operon repressor				K	K: Transcription	Halomonas__gene1947	Psychrobacter__gene0292			1	1	0	0	trpR	Trp family transcriptional regulator	156.0	85.4
Psychrobacter	D55_vs_D0	D55	D0	OG0001984	liuC	3.43759225057257	7.8711443145455	46.1128413463607	3.10441607572003e-06	2.60634492511e-05	True	up	1	2	2	Psychrobacter__gene1558	gene1558	Psychrobacter	liuC	enoyl-CoA hydratase/isomerase family protein	liuC	gene_name	493.0	K13766	liuC;methylglutaconyl-CoA hydratase [EC:4.2.1.18]	map00280;map01100	Metabolic pathways;Valine;leucine and isoleucine degradation		I	I: Lipid transport and metabolism	Halomonas__gene1953	Psychrobacter__gene1558			1	1	0	0	liuC	MULTISPECIES: enoyl-CoA hydratase/isomerase family protein;enoyl-CoA hydratase/isomerase family protein	493.0	413.9
Psychrobacter	D55_vs_D0	D55	D0	OG0002010	prpC	-1.29530702367421	9.46752161991004	11.6326575640105	0.003319263856959	0.0079620646364731	True	down	1	2	2	Halomonas__gene2075	gene2075	Halomonas	prpC	MULTISPECIES: 2-methylcitrate synthase	prpC	gene_name	724.0	K01659	prpC;2-methylcitrate synthase [EC:2.3.3.5]	map00020;map00630;map00640;map01100;map01110;map01120;map01200;map01210;map01230	2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids;Biosynthesis of secondary metabolites;Carbon metabolism;Citrate cycle (TCA cycle);Glyoxylate and dicarboxylate metabolism;Metabolic pathways;Microbial metabolism in diverse environments;Propanoate metabolism	GO:0003674;GO:0003824;GO:0004108;GO:0005575;GO:0005622;GO:0005623;GO:0005737;GO:0006082;GO:0006091;GO:0006099;GO:0006101;GO:0006113;GO:0006629;GO:0006631;GO:0008150;GO:0008152;GO:0009060;GO:0009987;GO:0015980;GO:0016740;GO:0016746;GO:0016829;GO:0016830;GO:0016833;GO:0016999;GO:0017144;GO:0019541;GO:0019679;GO:0019752;GO:0032787;GO:0036440;GO:0043436;GO:0044237;GO:0044238;GO:0044255;GO:0044281;GO:0044424;GO:0044464;GO:0045333;GO:0046459;GO:0046912;GO:0050440;GO:0055114;GO:0071704;GO:0072350	C	C: Energy production and conversion	Halomonas__gene2075	Psychrobacter__gene2112			1	1	0	0	prpC	MULTISPECIES: 2-methylcitrate synthase;2-methylcitrate synthase	724.0	592.0
Psychrobacter	D55_vs_D0	D55	D0	OG0002030	acnB	-1.51679914756073	12.3783072128203	70.4358865762774	1.85103593372965e-07	2.8894503208188e-06	True	down	1	2	2	Psychrobacter__gene0578	gene0578	Psychrobacter	acnB	bifunctional aconitate hydratase 2/2-methylisocitrate dehydratase	acnB	gene_name	1677.0	K01682	acnB;aconitate hydratase 2 / 2-methylisocitrate dehydratase [EC:4.2.1.3 4.2.1.99]	map00020;map00630;map00640;map00720;map01100;map01110;map01120;map01200;map01210;map01230	2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids;Biosynthesis of secondary metabolites;Carbon metabolism;Citrate cycle (TCA cycle);Glyoxylate and dicarboxylate metabolism;Metabolic pathways;Microbial metabolism in diverse environments;Other carbon fixation pathways;Propanoate metabolism		C	C: Energy production and conversion	Halomonas__gene2262	Psychrobacter__gene0578			1	1	0	0	acnB	bifunctional aconitate hydratase 2/2-methylisocitrate dehydratase	1677.0	1491.8
